order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discounted_price,total_sales,total_cost,profit,order_year,order_month,order_Month_Year,first_purchase_date_x,customer_type,first_purchase_date_y,first_purchase_date
7239,2022-02-18,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10000771,40,40,7,2,39.2,274.4,280,-5.6,2022,2,2022-02,2022-01-08,Returning,2022-01-08,2022-01-01
7240,2022-04-07,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,OFF-EN-10001990,40,40,7,3,38.8,271.6,280,-8.4,2022,4,2022-04,2022-01-08,Returning,2022-01-08,2022-01-01
7241,2023-12-05,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,FUR-FU-10002445,70,70,7,5,66.5,465.5,490,-24.5,2023,12,2023-12,2022-01-07,Returning,2022-01-07,2022-01-01
7242,2023-10-24,Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,OFF-BI-10003638,80,90,6,2,88.2,529.2,480,49.2,2023,10,2023-10,2022-01-07,Returning,2022-01-07,2022-01-01
7243,2023-09-29,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,FUR-FU-10004864,20,20,2,3,19.4,38.8,40,-1.2,2023,9,2023-09,2022-01-07,Returning,2022-01-07,2022-01-01
7244,2022-02-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10002024,3540,4420,9,3,4287.4,38586.6,31860,6726.6,2022,2,2022-02,2022-01-01,Returning,2022-01-01,2022-01-01
7245,2023-07-01,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10002445,40,50,7,4,48,336,280,56,2023,7,2023-07,2022-01-01,Returning,2022-01-01,2022-01-01
7246,2022-01-19,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001370,310,350,5,2,343,1715,1550,165,2022,1,2022-01,2022-01-01,Returning,2022-01-01,2022-01-01
7247,2023-11-13,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,OFF-LA-10000305,20,20,3,4,19.2,57.6,60,-2.4,2023,11,2023-11,2022-01-03,Returning,2022-01-03,2022-01-01
7248,2023-08-08,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,FUR-BO-10001972,250,300,5,5,285,1425,1250,175,2023,8,2023-08,2022-01-03,Returning,2022-01-03,2022-01-01
7249,2023-05-11,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10002486,30,40,8,4,38.4,307.2,240,67.2,2023,5,2023-05,2022-01-03,Returning,2022-01-03,2022-01-01
7250,2023-07-04,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10001874,100,120,2,2,117.6,235.2,200,35.2,2023,7,2023-07,2022-01-01,Returning,2022-01-01,2022-01-01
7251,2023-06-15,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10003870,810,990,3,3,960.3,2880.9,2430,450.9,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
7252,2023-09-11,Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,OFF-LA-10002473,10,10,4,2,9.8,39.2,40,-0.8,2023,9,2023-09,2022-01-13,Returning,2022-01-13,2022-01-01
7253,2023-06-14,Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,OFF-PA-10003790,70,70,3,2,68.6,205.8,210,-4.2,2023,6,2023-06,2022-02-09,Returning,2022-02-09,2022-01-02
7254,2023-11-17,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,OFF-AP-10002684,300,360,3,3,349.2,1047.6,900,147.6,2023,11,2023-11,2022-04-03,Returning,2022-04-03,2022-01-02
7255,2022-06-05,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,FUR-FU-10001037,40,50,5,2,49,245,200,45,2022,6,2022-06,2022-04-03,Returning,2022-04-03,2022-01-02
7256,2022-08-02,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,OFF-ST-10000876,40,50,4,5,47.5,190,160,30,2022,8,2022-08,2022-04-03,Returning,2022-04-03,2022-01-02
7257,2023-11-30,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,OFF-AR-10003732,10,10,2,5,9.5,19,20,-1,2023,11,2023-11,2022-04-03,Returning,2022-04-03,2022-01-02
7258,2022-04-03,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,OFF-PA-10000994,570,630,6,2,617.4,3704.4,3420,284.4,2022,4,2022-04,2022-04-03,Returning,2022-04-03,2022-01-02
7259,2023-03-14,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,OFF-AR-10000940,10,10,5,4,9.6,48,50,-2,2023,3,2023-03,2022-04-03,Returning,2022-04-03,2022-01-02
7260,2023-07-14,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,OFF-PA-10004888,40,50,7,4,48,336,280,56,2023,7,2023-07,2022-04-03,Returning,2022-04-03,2022-01-02
7261,2022-12-27,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,TEC-PH-10000441,110,130,1,5,123.5,123.5,110,13.5,2022,12,2022-12,2022-04-03,Returning,2022-04-03,2022-01-02
7262,2023-06-08,Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,OFF-AR-10001231,10,10,7,4,9.6,67.2,70,-2.8,2023,6,2023-06,2022-01-22,Returning,2022-01-22,2022-01-01
7263,2022-02-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003988,30,30,5,5,28.5,142.5,150,-7.5,2022,2,2022-02,2022-01-01,Returning,2022-01-01,2022-01-01
7264,2022-12-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003068,30,30,4,5,28.5,114,120,-6,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
7265,2023-03-14,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10004260,150,180,7,2,176.4,1234.8,1050,184.8,2023,3,2023-03,2022-01-02,Returning,2022-01-02,2022-01-01
7266,2022-10-18,Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10001973,150,160,2,4,153.6,307.2,300,7.2,2022,10,2022-10,2022-01-05,Returning,2022-01-05,2022-01-02
7267,2022-05-26,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,OFF-BI-10002824,10,10,3,2,9.8,29.4,30,-0.6,2022,5,2022-05,2022-01-04,Returning,2022-01-04,2022-01-01
7268,2023-03-23,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,OFF-ST-10004950,60,70,4,3,67.9,271.6,240,31.6,2023,3,2023-03,2022-01-04,Returning,2022-01-04,2022-01-01
7269,2023-02-16,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,OFF-PA-10004039,70,90,2,4,86.4,172.8,140,32.8,2023,2,2023-02,2022-02-11,Returning,2022-02-11,2022-01-01
7270,2022-03-19,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,FUR-FU-10003374,290,320,8,2,313.6,2508.8,2320,188.8,2022,3,2022-03,2022-02-11,Returning,2022-02-11,2022-01-01
7271,2022-10-31,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001918,230,270,2,5,256.5,513,460,53,2022,10,2022-10,2022-01-08,Returning,2022-01-08,2022-01-01
7272,2023-04-11,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10002287,20,20,4,3,19.4,77.6,80,-2.4,2023,4,2023-04,2022-01-08,Returning,2022-01-08,2022-01-01
7273,2022-06-17,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,OFF-SU-10004498,20,20,2,4,19.2,38.4,40,-1.6,2022,6,2022-06,2022-02-28,Returning,2022-02-28,2022-01-01
7274,2023-11-09,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,OFF-BI-10002557,0,0,3,5,0,0,0,0,2023,11,2023-11,2022-02-28,Returning,2022-02-28,2022-01-01
7275,2023-05-16,Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,TEC-PH-10004908,300,340,5,5,323,1615,1500,115,2023,5,2023-05,2022-02-25,Returning,2022-02-25,2022-01-01
7276,2022-02-25,Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,FUR-FU-10000794,50,60,7,2,58.8,411.6,350,61.6,2022,2,2022-02,2022-02-25,Returning,2022-02-25,2022-01-01
7277,2023-05-13,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,TEC-AC-10004171,700,800,10,4,768,7680,7000,680,2023,5,2023-05,2022-04-27,Returning,2022-04-27,2022-01-01
7278,2022-11-23,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10002070,30,40,2,3,38.8,77.6,60,17.6,2022,11,2022-11,2022-01-02,Returning,2022-01-02,2022-01-01
7279,2023-07-13,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003095,370,390,3,2,382.2,1146.6,1110,36.6,2023,7,2023-07,2022-01-02,Returning,2022-01-02,2022-01-01
7280,2023-10-25,Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,TEC-AC-10003832,170,190,7,4,182.4,1276.8,1190,86.8,2023,10,2023-10,2022-03-15,Returning,2022-03-15,2022-01-01
7281,2023-10-11,Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,OFF-BI-10003527,2340,2540,2,4,2438.4,4876.8,4680,196.8,2023,10,2023-10,2022-01-04,Returning,2022-01-04,2022-01-01
7282,2022-03-15,Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,TEC-MA-10001148,560,600,5,3,582,2910,2800,110,2022,3,2022-03,2022-03-15,Returning,2022-03-15,2022-01-01
7283,2023-06-18,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10002432,0,0,3,2,0,0,0,0,2023,6,2023-06,2022-01-02,Returning,2022-01-02,2022-01-02
7284,2022-01-22,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,OFF-AR-10001374,30,30,5,4,28.8,144,150,-6,2022,1,2022-01,2022-01-09,Returning,2022-01-09,2022-01-01
7285,2023-07-10,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,FUR-FU-10000723,70,70,2,2,68.6,137.2,140,-2.8,2023,7,2023-07,2022-01-09,Returning,2022-01-09,2022-01-01
7286,2023-08-11,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003614,50,50,4,3,48.5,194,200,-6,2023,8,2023-08,2022-01-02,Returning,2022-01-02,2022-01-01
7287,2023-11-12,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,TEC-AC-10004877,10,10,1,4,9.6,9.6,10,-0.4,2023,11,2023-11,2022-01-22,Returning,2022-01-22,2022-01-02
7288,2023-07-03,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,FUR-FU-10004270,50,60,3,2,58.8,176.4,150,26.4,2023,7,2023-07,2022-01-22,Returning,2022-01-22,2022-01-02
7289,2022-03-09,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,TEC-MA-10002210,510,560,3,2,548.8,1646.4,1530,116.4,2022,3,2022-03,2022-01-05,Returning,2022-01-05,2022-01-02
7290,2022-09-12,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000675,290,310,9,2,303.8,2734.2,2610,124.2,2022,9,2022-09,2022-01-02,Returning,2022-01-02,2022-01-01
7291,2023-07-04,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004781,50,50,2,2,49,98,100,-2,2023,7,2023-07,2022-01-02,Returning,2022-01-02,2022-01-01
7292,2023-12-05,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10004689,30,30,9,3,29.1,261.9,270,-8.1,2023,12,2023-12,2022-01-02,Returning,2022-01-02,2022-01-01
7293,2022-06-24,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,TEC-MA-10001856,590,650,2,4,624,1248,1180,68,2022,6,2022-06,2022-01-15,Returning,2022-01-15,2022-01-01
7294,2023-04-03,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10000719,50,60,7,2,58.8,411.6,350,61.6,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
7295,2022-07-27,Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,FUR-FU-10003849,20,20,1,4,19.2,19.2,20,-0.8,2022,7,2022-07,2022-02-07,Returning,2022-02-07,2022-01-01
7296,2022-06-11,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10001725,40,40,2,5,38,76,80,-4,2022,6,2022-06,2022-01-05,Returning,2022-01-05,2022-01-02
7297,2023-07-21,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,OFF-FA-10000840,10,10,6,5,9.5,57,60,-3,2023,7,2023-07,2022-01-05,Returning,2022-01-05,2022-01-02
7298,2022-11-17,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10000943,80,80,5,2,78.4,392,400,-8,2022,11,2022-11,2022-01-01,Returning,2022-01-01,2022-01-01
7299,2022-02-08,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,FUR-TA-10002533,230,290,4,5,275.5,1102,920,182,2022,2,2022-02,2022-02-08,Returning,2022-02-08,2022-01-02
7300,2023-07-13,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,FUR-FU-10001546,10,10,2,3,9.7,19.4,20,-0.6,2023,7,2023-07,2022-02-08,Returning,2022-02-08,2022-01-02
7301,2022-05-11,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,FUR-BO-10003546,370,420,6,3,407.4,2444.4,2220,224.4,2022,5,2022-05,2022-02-08,Returning,2022-02-08,2022-01-02
7302,2023-08-11,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,OFF-BI-10004728,0,0,3,3,0,0,0,0,2023,8,2023-08,2022-02-08,Returning,2022-02-08,2022-01-02
7303,2022-04-19,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,OFF-ST-10000025,340,380,5,4,364.8,1824,1700,124,2022,4,2022-04,2022-02-08,Returning,2022-02-08,2022-01-02
7304,2022-01-23,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,FUR-CH-10003817,80,100,2,3,97,194,160,34,2022,1,2022-01,2022-01-23,Returning,2022-01-23,2022-01-01
7305,2023-12-27,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10000289,10,10,2,5,9.5,19,20,-1,2023,12,2023-12,2022-01-23,Returning,2022-01-23,2022-01-01
7306,2022-03-21,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,FUR-TA-10001889,720,890,3,5,845.5,2536.5,2160,376.5,2022,3,2022-03,2022-03-21,Returning,2022-03-21,2022-01-02
7307,2023-07-24,Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,TEC-AC-10002305,60,70,4,4,67.2,268.8,240,28.8,2023,7,2023-07,2022-01-08,Returning,2022-01-08,2022-01-01
7308,2023-11-07,Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,FUR-CH-10004875,90,110,2,3,106.7,213.4,180,33.4,2023,11,2023-11,2022-01-08,Returning,2022-01-08,2022-01-01
7309,2022-07-12,Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,OFF-EN-10001434,150,160,3,5,152,456,450,6,2022,7,2022-07,2022-01-08,Returning,2022-01-08,2022-01-01
7310,2022-07-03,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10004395,10,10,3,5,9.5,28.5,30,-1.5,2022,7,2022-07,2022-01-01,Returning,2022-01-01,2022-01-01
7311,2022-05-13,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10004632,50,60,5,3,58.2,291,250,41,2022,5,2022-05,2022-01-08,Returning,2022-01-08,2022-01-02
7312,2022-12-05,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10000145,0,0,2,4,0,0,0,0,2022,12,2022-12,2022-01-04,Returning,2022-01-04,2022-01-01
7313,2023-12-31,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10002498,10,10,2,5,9.5,19,20,-1,2023,12,2023-12,2022-01-04,Returning,2022-01-04,2022-01-01
7314,2022-02-03,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,OFF-AR-10001761,40,40,8,5,38,304,320,-16,2022,2,2022-02,2022-01-04,Returning,2022-01-04,2022-01-01
7315,2023-09-21,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,TEC-PH-10001817,270,290,1,5,275.5,275.5,270,5.5,2023,9,2023-09,2022-04-24,Returning,2022-04-24,2022-01-02
7316,2023-07-16,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10004456,30,40,3,2,39.2,117.6,90,27.6,2023,7,2023-07,2022-01-01,Returning,2022-01-01,2022-01-01
7317,2022-03-17,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10001539,110,140,1,4,134.4,134.4,110,24.4,2022,3,2022-03,2022-01-01,Returning,2022-01-01,2022-01-01
7318,2023-02-14,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,OFF-PA-10003205,20,20,3,2,19.6,58.8,60,-1.2,2023,2,2023-02,2022-09-12,Returning,2022-09-12,2022-01-01
7319,2022-09-12,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,OFF-BI-10002813,0,0,7,5,0,0,0,0,2022,9,2022-09,2022-09-12,Returning,2022-09-12,2022-01-01
7320,2022-11-01,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10002310,830,980,5,2,960.4,4802,4150,652,2022,11,2022-11,2022-01-01,Returning,2022-01-01,2022-01-01
7321,2022-04-19,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10003623,130,140,5,4,134.4,672,650,22,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
7322,2022-06-06,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10003424,10,10,3,5,9.5,28.5,30,-1.5,2022,6,2022-06,2022-01-02,Returning,2022-01-02,2022-01-02
7323,2022-11-15,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10004353,90,100,2,2,98,196,180,16,2022,11,2022-11,2022-01-02,Returning,2022-01-02,2022-01-02
7324,2022-12-09,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001934,40,40,2,3,38.8,77.6,80,-2.4,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
7325,2023-06-05,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10003766,10,10,3,4,9.6,28.8,30,-1.2,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
7326,2023-10-05,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,OFF-AP-10004540,330,400,5,4,384,1920,1650,270,2023,10,2023-10,2023-01-01,Returning,2023-01-01,2022-01-01
7327,2023-03-21,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,OFF-BI-10001543,30,30,1,5,28.5,28.5,30,-1.5,2023,3,2023-03,2023-01-01,Returning,2023-01-01,2022-01-01
7328,2023-08-03,Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,FUR-FU-10004597,100,110,2,4,105.6,211.2,200,11.2,2023,8,2023-08,2023-05-29,Returning,2023-05-29,2022-01-01
7329,2023-05-29,Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,TEC-MA-10001148,1110,1280,4,4,1228.8,4915.2,4440,475.2,2023,5,2023-05,2023-05-29,Returning,2023-05-29,2022-01-01
7330,2023-06-14,Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,OFF-ST-10000078,1540,1860,7,5,1767,12369,10780,1589,2023,6,2023-06,2023-05-29,Returning,2023-05-29,2022-01-01
7331,2022-09-15,First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10001037,20,20,6,5,19,114,120,-6,2022,9,2022-09,2022-01-02,Returning,2022-01-02,2022-01-02
7332,2023-05-18,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,TEC-PH-10001433,50,60,1,4,57.6,57.6,50,7.6,2023,5,2023-05,2022-01-06,Returning,2022-01-06,2022-01-01
7333,2023-02-01,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,OFF-BI-10003007,70,80,7,3,77.6,543.2,490,53.2,2023,2,2023-02,2022-01-06,Returning,2022-01-06,2022-01-01
7334,2023-05-07,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10001290,60,70,2,4,67.2,134.4,120,14.4,2023,5,2023-05,2022-02-15,Returning,2022-02-15,2022-01-01
7335,2022-06-01,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10000087,40,50,3,2,49,147,120,27,2022,6,2022-06,2022-02-15,Returning,2022-02-15,2022-01-01
7336,2022-01-16,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002049,790,840,2,2,823.2,1646.4,1580,66.4,2022,1,2022-01,2022-01-01,Returning,2022-01-01,2022-01-01
7337,2023-04-03,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10002613,400,450,2,5,427.5,855,800,55,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
7338,2022-07-17,First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10004950,20,20,1,3,19.4,19.4,20,-0.6,2022,7,2022-07,2022-01-01,Returning,2022-01-01,2022-01-01
7339,2023-10-24,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004875,170,190,3,5,180.5,541.5,510,31.5,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
7340,2023-06-02,First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10003190,10,10,2,5,9.5,19,20,-1,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
7341,2022-06-24,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,FUR-CH-10000553,60,70,2,5,66.5,133,120,13,2022,6,2022-06,2022-01-27,Returning,2022-01-27,2022-01-01
7342,2022-11-16,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,OFF-LA-10002762,140,160,13,2,156.8,2038.4,1820,218.4,2022,11,2022-11,2022-01-27,Returning,2022-01-27,2022-01-01
7343,2023-12-27,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,FUR-FU-10000719,20,30,3,4,28.8,86.4,60,26.4,2023,12,2023-12,2022-01-27,Returning,2022-01-27,2022-01-01
7344,2022-05-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10000563,180,190,6,4,182.4,1094.4,1080,14.4,2022,5,2022-05,2022-01-01,Returning,2022-01-01,2022-01-01
7345,2022-05-02,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,FUR-TA-10004289,580,720,6,5,684,4104,3480,624,2022,5,2022-05,2022-01-03,Returning,2022-01-03,2022-01-01
7346,2023-07-12,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10003555,60,70,4,5,66.5,266,240,26,2023,7,2023-07,2022-01-03,Returning,2022-01-03,2022-01-01
7347,2022-11-13,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10001958,10,10,1,5,9.5,9.5,10,-0.5,2022,11,2022-11,2022-01-03,Returning,2022-01-03,2022-01-01
7348,2022-06-26,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10000225,50,60,1,5,57,57,50,7,2022,6,2022-06,2022-01-03,Returning,2022-01-03,2022-01-01
7349,2022-04-28,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002534,150,180,3,4,172.8,518.4,450,68.4,2022,4,2022-04,2022-01-05,Returning,2022-01-05,2022-01-02
7350,2022-08-02,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,OFF-BI-10000301,40,40,6,3,38.8,232.8,240,-7.2,2022,8,2022-08,2022-02-07,Returning,2022-02-07,2022-01-02
7351,2022-08-30,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,OFF-BI-10003460,20,20,5,5,19,95,100,-5,2022,8,2022-08,2022-02-07,Returning,2022-02-07,2022-01-02
7352,2022-04-06,Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,TEC-AC-10001772,90,110,7,5,104.5,731.5,630,101.5,2022,4,2022-04,2022-04-06,Returning,2022-04-06,2022-01-01
7353,2022-09-05,Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,TEC-PH-10003505,410,450,8,5,427.5,3420,3280,140,2022,9,2022-09,2022-01-01,Returning,2022-01-01,2022-01-01
7354,2023-12-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10004484,20,20,5,3,19.4,97,100,-3,2023,12,2023-12,2022-01-01,Returning,2022-01-01,2022-01-01
7355,2022-10-05,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10001593,30,30,5,3,29.1,145.5,150,-4.5,2022,10,2022-10,2022-01-02,Returning,2022-01-02,2022-01-01
7356,2023-05-04,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10004139,100,120,8,4,115.2,921.6,800,121.6,2023,5,2023-05,2022-01-08,Returning,2022-01-08,2022-01-02
7357,2022-01-23,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10001315,0,0,1,2,0,0,0,0,2022,1,2022-01,2022-01-06,Returning,2022-01-06,2022-01-01
